id,name,last_msg_id,lang,product_name,desc_len,tone,keywords,stop_words,prod_plus
1119565002,Наталья,6850,rus,Чепчик шапочка для новорожденных,big_paragraph,friendly_tone,"Шапочка для новорожденного, чепчики для новорожденных, чепчик для малыша, в роддом, на выписку, комплект, набор детских шапочек для малышей, шапка для младенца, шапки для девочки, мальчика, аксессуары для ребенка на лето, зиму",Бегемот,"Нежнейшая фактура материала, дышащая ткань, хлопок 100%, интерлок, в наборе 3 штуки, размер 36,38,40, российское производство, без завязок, с мягкой эластичной резинкой, нейтральный принт для девочек и мальчиков"
890016642,∆Vik∆,5169,rus,0,0,0,0,0,0
583638397,Марат,2020,rus,0,0,0,0,0,0
385234671,Адилбек,2022,rus,0,0,0,0,0,0
825151929,Наталья,2448,rus,0,0,0,0,0,0
979726877,Helen,2438,rus,0,0,0,0,0,0
545382571,Мари,2441,rus,0,0,0,0,0,0
1794557407,Мээрим,2496,rus,Корм для кошек крупных пород Мейн-кун Cocktail large breed,big_paragraph,formal_tone,"Корм для кошек сухой, для котов, для стерилизованных, для кастрированных, для крупных пород Мейн-кун, Сибирская, Британская кошка, лакомства, от шерсти",0,0
569233414,Валентина,2426,rus,Шапка,middle_paragraph,optimistic_tone,Зимняя,0,Теплая
942694308,Alex,5217,rus,0,0,0,0,0,0
503311303,Марина,2658,rus,Муслиновые пеленки,big_paragraph,friendly_tone,"пеленка, новорожденный, муслиновый, купание, ванночка, набор, детский, многоразовый, муслин, выписка из роддома, впитывать, малыш, накидка на коляску, подарочный, полотенце, тонкий, годик, трикотажный, хлопок, ребенок,, комплект, роддом, ситцевый, кроватка, простыня, крещение, белый, пеленание",одноразовые,"дышащая ткань, быстро сохнет, не требует глажки, легко впитывает влагу, милая расцветка,"
1076228790,Галина,9718,rus,0,0,0,0,0,0
1665359602,Елена,3033,rus,0,0,0,0,0,0
1518663155,Мария,3040,rus,0,0,0,0,0,0
1973452387,Ирина✨,8953,rus,поло мужское,big_paragraph,friendly_tone,"поло, футболка-поло, короткий рукав, мужское, хлопок, удобное, стильное, подарок, папа, муж, брат, не линяет, не электризуется, футболка для мужчин, трикотажная, футболка мужская, спорт, прогулка, офис, на пуговицах, футболка с воротником, свободная, не сковывает движения, удобная посадка, высокое качество, сохраняет цвет и форму","женская, мальчик,","дышащая ткань, не мнется, плотная"
5674208872,Мария |,3310,rus,0,0,0,0,0,0
1284910524,Анна,9116,rus,Салфетка для уборки из микрофибры,big_paragraph,optimistic_tone,"Уборка, влажная и сухая, стекло, посуда, универсальная, плотная, кухня , ванная, сантехника",Стекло,Универсальность
1002656181,Юлия,3312,rus,0,0,0,0,0,0
5450258340,Екатерина,4721,rus,0,0,0,0,0,0
1117575656,Ekaterina,4093,rus,0,0,0,0,0,0
380441767,Никита Райков |,4106,rus,0,0,0,0,0,0
468402465,Alena Lap,4104,rus,0,0,0,0,0,0
754689126,Антон,4098,rus,0,0,0,0,0,0
5126524280,Елена,4112,rus,0,0,0,0,0,0
1288509211,Евгения,4116,rus,0,0,0,0,0,0
477839484,А,4118,rus,0,0,0,0,0,0
1465980527,Айгерим,4120,rus,0,0,0,0,0,0
5089420913,Юлия,4135,rus,0,0,0,0,0,0
295389250,Никита,8394,rus,0,0,0,0,0,0
1049978443,Яна,8423,rus,0,0,0,0,0,0
1400670240,Anna,5852,rus,0,0,0,0,0,0
536314763,Ivanova,2484,rus,боди для малышей,middle_paragraph,optimistic_tone,"Боди для малышей, костюм детский, шапочка, боди для мальчика, боди для девочки, комплект боди и шапочка, боди для новорожденных, одежда для малышей,","боди для взрослых,","Качественный, дышащий, хлопок, мягкий, приятный к телу, стильный"
524335426,Anton,2143,rus,0,0,0,0,0,0
1000477993,Ксения,2492,rus,Свитер,middle_paragraph,neutral_tone,"подростков
девочки
вещи
​
кардиган
школьная
школу
​
женщин
удлиненный
вырезом
подростка
модная
размеров
кашемир
зимняя
рукавами
плечо
стиль
больших
воротником
тонкий
​
кашемировый
вязки
шерсть
​
шерстяной
без
осенние
кофточка
девушек
тренд
широкими
объемный
классический
стильная
молодежная
мягкий
​
​
необычная
​
oversize
форма
аксессуары
трикотажные
яркий
​
легкий
​
туника
​
офисная
вечерняя
классика
нарядный
трикотаж
офис
свитшот
спущенными
горловиной
цвета
деловой
светлый
красивый
полных
образ
утепленная
праздничный
уютный
​
уличная
невысоких
кроя
обьемный
дома
повседневный
учебы
взрослый","Женский
Теплый
Вязаный
Длинный","Мягкий
Уютный
Стильный"
684755245,Елена,2758,rus,косметичка дорожная большая,big_paragraph,friendly_tone,"косметичка
дорожная
большая
женская
сумка
косметики
органайзер
чемодан
парикмахера
маникюра
набор
водонепроницаемая
инструментов
ресниц
парикмахерская
прокладок
сумочка
футляр
непромокаемая
молния
вместительная
красивая
подарок
эстетичная
макияжа
ежедневных
кистей
большой
маникюрных
подростка
украшений
аксессуары
отделениями
чемоданчик
мелочей
уходовой
зубных
многофункциональная
путешествий
сауны
походная
маленькая
бокс
водоотталкивающая
хранения
размера
чомадан
прямоугольная
принадлежностей
стильная
универсальная
баночками
текстиль
бани
гигиенических
туристическая
заколок
роддом",нету,"большая, водоотталкивающая,дорожная, прямоугольная, красивая, вместительная, многофункциональная"
