CopiedTimestamp,SourceFile,DestinationFile,FileSize,SourceFileSha1,DeferredCopy,CreatedOnUtc,ModifiedOnUtc,LastAccessedOnUtc,CopyDuration
2020-06-25 09:27:05.5226865,C:\Windows\system32\Tasks\Microsoft\Windows\File Classification Infrastructure\Property Definition Sync,\\192.168.3.129\kape\collection\C\Windows\system32\Tasks\Microsoft\Windows\File Classification Infrastructure\Property Definition Sync,3596,92127DA370090047D6AE4E50EC8B30D0486660D5,False,2020-06-10 02:03:51.8795359,2020-06-10 02:03:51.8950009,2020-06-09 18:43:42.0932644,00:00:00.0159322
2020-06-25 09:27:05.5695593,C:\Windows\system32\Tasks\Microsoft\Windows\FileHistory\File History (maintenance mode),\\192.168.3.129\kape\collection\C\Windows\system32\Tasks\Microsoft\Windows\FileHistory\File History (maintenance mode),2996,175A4309F369C77656C5707504778FE614505395,False,2020-06-10 02:03:48.2856219,2020-06-10 02:03:48.2856219,2020-06-09 18:43:42.1400814,00:00:00.0159625
2020-06-25 09:27:05.6161001,C:\Windows\system32\Tasks\Microsoft\Windows\HelloFace\FODCleanupTask,\\192.168.3.129\kape\collection\C\Windows\system32\Tasks\Microsoft\Windows\HelloFace\FODCleanupTask,2960,D1FC694E4C1942B49E90E7368BC298CFB2F0D2E6,False,2020-06-10 02:03:47.5356026,2020-06-10 02:03:47.5527033,2020-06-09 18:43:42.2497867,00:00:00.0155979
2020-06-25 09:27:05.6785811,C:\Windows\system32\Tasks\Microsoft\Windows\Input\LocalUserSyncDataAvailable,\\192.168.3.129\kape\collection\C\Windows\system32\Tasks\Microsoft\Windows\Input\LocalUserSyncDataAvailable,2754,80139ADC9B2F0A43AD50DAF49E9A01231819615F,False,2020-06-10 02:03:51.9106415,2020-06-10 02:03:51.9106415,2020-06-09 18:43:42.3451828,00:00:00.0312331
2020-06-25 09:27:05.7100152,C:\Windows\system32\Tasks\Microsoft\Windows\Input\MouseSyncDataAvailable,\\192.168.3.129\kape\collection\C\Windows\system32\Tasks\Microsoft\Windows\Input\MouseSyncDataAvailable,2738,D7A29967D29CA92FC633BFE1EA3C37F424689359,False,2020-06-10 02:03:52.0668986,2020-06-10 02:03:52.0668986,2020-06-09 18:43:42.3451828,00:00:00.0156309
2020-06-25 09:27:05.7410956,C:\Windows\system32\Tasks\Microsoft\Windows\Input\PenSyncDataAvailable,\\192.168.3.129\kape\collection\C\Windows\system32\Tasks\Microsoft\Windows\Input\PenSyncDataAvailable,2730,10AEC7F20139978A93A9C11691D3C3D699F8C681,False,2020-06-10 02:03:49.3012510,2020-06-10 02:03:49.3012510,2020-06-09 18:43:42.3589653,00:00:00.0310804
2020-06-25 09:27:05.7907936,C:\Windows\system32\Tasks\Microsoft\Windows\Input\TouchpadSyncDataAvailable,\\192.168.3.129\kape\collection\C\Windows\system32\Tasks\Microsoft\Windows\Input\TouchpadSyncDataAvailable,2750,C16319B4748E54ADA9C22D314733CED7883682FB,False,2020-06-10 02:03:50.2567210,2020-06-10 02:03:50.2727092,2020-06-09 18:43:42.3900170,00:00:00.0329464
2020-06-25 09:27:05.8348615,C:\Windows\system32\Tasks\Microsoft\Windows\InstallService\ScanForUpdates,\\192.168.3.129\kape\collection\C\Windows\system32\Tasks\Microsoft\Windows\InstallService\ScanForUpdates,3454,18417738FCD8E125432E5EEDE7ED7548456D4610,False,2020-06-10 02:03:51.2074435,2020-06-10 02:03:51.2387833,2020-06-09 18:43:42.4056786,00:00:00.0156618
2020-06-25 09:27:05.8504738,C:\Windows\system32\Tasks\Microsoft\Windows\InstallService\ScanForUpdatesAsUser,\\192.168.3.129\kape\collection\C\Windows\system32\Tasks\Microsoft\Windows\InstallService\ScanForUpdatesAsUser,2596,17CF31E00D53BAACA1BD3E267D2C6664A295EF5C,False,2020-06-10 02:03:51.3486227,2020-06-10 02:03:51.3486227,2020-06-09 18:43:42.4235221,00:00:00.0156123
2020-06-25 09:27:06.0383460,C:\Windows\system32\Tasks\Microsoft\Windows\InstallService\SmartRetry,\\192.168.3.129\kape\collection\C\Windows\system32\Tasks\Microsoft\Windows\InstallService\SmartRetry,5156,24D1AC2D063F1D2A201A05F50F1272785628BC4F,False,2020-06-10 02:03:44.6919020,2020-06-15 15:13:04.2062267,2020-06-15 15:13:04.2062267,00:00:00.0781272
